term,coefficient
hora de,0.9405616275316204
fazer troca,0.9439438953817668
em contato,0.944157002181203
vi,0.9455537332985096
entrega por,0.9472923494299346
ontem,0.947676540583115
de fazer,0.9503573149748832
tudo correto,0.9568050839976485
produto chegou,0.965802352215109
praticidade,0.9752162723985719
entrega que,0.9778363349902256
testar produto,0.9844998941866029
sinal,0.9873389274256097
foi comprado,0.9911050981561527
cm,0.9994181994821744
tenha,1.0012574588857055
feita em,1.0063712600133896
cumprem,1.0085227831814954
invés de,1.010483016443946
reclamar,1.0339113042167318
causa,1.0437666884597927
com uma,1.04433048421801
que por,1.0522849584683003
perfeitos,1.0588759549188302
demorou para,1.070091138866346
atencioso,1.0750143853600382
embalado bem,1.0788826772548534
qualidade do,1.0822310579449717
chegar,1.0836714192900387
muito antes,1.0869567221549974
compro com,1.094610283121783
na embalagem,1.0990696554693544
cozinha,1.1027449770767472
vi no,1.1070799562721998
não foi,1.112768171555908
igual,1.1197474486068781
bom preço,1.1250853159014662
chegou mt,1.135542194757582
soltos,1.1421965427263419
por causa,1.1428781422885634
como se,1.1437398652688415
retornaram,1.1647262304433095
bem protegido,1.1672443464020543
está atrasado,1.167459353427982
adequado,1.169830311454652
atraso na,1.1849981140984134
como posso,1.1899300477425394
tamanho ideal,1.1950616066246065
muito,1.1982857781927463
poderia,1.2092938882263755
está ok,1.2160937921177657
útil,1.2212559484514582
entrega ótimo,1.2280764835172027
do pedido,1.2442014754894208
outras,1.2476725789008618
baratheon sempre,1.256184180353165
ainda vou,1.265909936347462
foi,1.2759765573757371
comprei,1.289406851472867
tapete de,1.2987920156619357
não recomendo,1.3043625470135685
especificado,1.3047593331380691
site muito,1.3102246030442797
comprei veio,1.3200967813892566
dia,1.3329518756818115
então,1.3445958524909347
ótimo,1.346388999056791
não tenho,1.35389922913886
da compra,1.3567987672989386
com baratheon,1.3598826031053453
datas,1.3665645291860702
comprei unidades,1.3728735526932405
entrega tudo,1.3752487465978485
vcs,1.3784656486623916
sou,1.3926124769140438
compra,1.3992324582448004
do,1.4282597598745153
que eu,1.4387125726161976
fiel,1.4392947987736147
posso avaliar,1.4397677898883765
produto dentro,1.444782201236282
até mesmo,1.4512428748982122
dúvidas,1.4523037211650187
que me,1.4529226317777062
as necessidades,1.4573491325446664
macia,1.4604641004574692
somente,1.4745491673926998
achei que,1.4900178820721797
avaliar produto,1.491669368961124
lindo,1.505622606911685
estava como,1.5084665248147706
as expectativas,1.5283863604073609
que está,1.5338758537768808
entregaram,1.5343823059069261
fosse,1.5479248689561476
enviou,1.554748734729128
quando chegou,1.557700606960431
lannister com,1.5588466975657134
porém não,1.5868596765141523
forma,1.590397308413
__no_review_text__,1.594891105647408
desejar,1.6066454051650207
mas quando,1.6318773183208286
vários,1.6641469480651165
lindo na,1.7032117510203948
estado recomendo,1.7055750781208854
havia sido,1.70725781437072
prazo mas,1.7081232897292626
entrega recebi,1.7242307034473776
ainda não,1.7354489503494501
peso,1.7549944080877622
mais um,1.8024972166416606
ponta,1.817296939421241
minhas,1.8321241736674256
mandei email,1.832888841075882
grande,1.8427767465284086
mas acredito,1.8462733884811056
que buscar,1.850163215941645
mail,1.8649330757314755
foi que,1.8661264450038988
cerca de,1.876761121334799
cerca,1.876761121334799
qualidade com,1.8774900680630477
retirar,1.8801304138426247
tentar,1.8933813603564555
de 15,1.9023756057165502
continuar,1.90334969891899
do preço,1.9070461633378444
vem em,1.9083684216665417
buscar nos,1.9131704718021645
valeu,1.9212858410360016
super rápido,1.949400365752418
mandei,1.9530005362653151
em embalagem,1.956843426704465
só chegou,1.971781426273648
muito obrigada,1.9731316248703046
unidades só,1.98007443326754
jogo,1.9919327925057262
unidades recebi,1.9941273370472135
com produtos,1.9964779786409763
está faltando,2.0348946312721234
antes do,2.045991898829897
apenas unidade,2.0489921056604743
abaixo do,2.0533784794056196
abaixo,2.0533784794056196
não tenha,2.056667173296268
tudo perfeito,2.0576178501591524
apenas um,2.070691645600633
foram,2.0721476981601787
vale,2.0743316032014185
01,2.07557305557065
unidades,2.0829559550494414
momento,2.136472866375421
pra mim,2.1412163497200267
facilmente,2.1682827091965673
entregue sem,2.1900747272334287
vendedor,2.194052284894766
mega,2.212198610086349
produto corretamente,2.2329455936587403
já havia,2.239208854449598
que,2.242307286584697
mal,2.2694607050953755
solução,2.283582810255643
03,2.2866404500128046
certinho produto,2.3064315130056374
perfeitas,2.3150041310219427
pedido veio,2.3214760562060683
chegou quebrado,2.3454460269890998
caso,2.351917768092639
sei se,2.3571190875444574
sem resposta,2.3661338295124006
sou cliente,2.3667752896891225
uma das,2.37113171654951
preciso de,2.397841841450525
não tinha,2.40046405785681
para que,2.406197401295951
cama,2.408405514741121
greve,2.441419603086747
legal,2.4463460247930895
entrega bem,2.4537007330088243
2017,2.4716730382651932
tempo,2.4758894626756764
deixou,2.47796279128428
meu,2.4859547601895406
dar,2.4904710604948295
relação,2.4911946468934936
sempre compro,2.4967544881964643
caixa,2.5071656268311457
estou muito,2.5081458472570475
maior,2.5142637043011256
entregas,2.5368698743165723
queria,2.5456707145918154
hoje,2.5588567567831064
que pedi,2.5857103372835706
entrega foi,2.599857497767148
saber,2.6059970872295892
bom rápido,2.6078901064148163
serviço,2.617008127742545
nas lannister,2.6457148783973925
simples,2.6459527315324847
la,2.6619386352476813
da,2.662646075104891
02,2.6641986393731596
que no,2.674218038577141
final,2.679203032501786
manual,2.680176046744033
entrega muito,2.6895404954531106
são muito,2.6975658539024168
pena que,2.7037061361234014
recebi,2.740925002157794
produto entrega,2.75093480653378
faltando um,2.7528675232521724
fiz pedido,2.7602667624392487
mesmo,2.7662643119331682
cumpre,2.780716258762616
feliz,2.7881641881292185
que esperava,2.7981264151513714
recebi apenas,2.8051924492590796
precisava,2.8061256592443105
parede,2.8111418296707686
chegou na,2.8123384654755577
um pedido,2.8420021109549425
está com,2.8421106630534654
em perfeitas,2.8462961917325997
com as,2.846385683900803
atraso,2.8639179844835767
tive que,2.8681437425675065
ajuda,2.8724459403169647
de parabéns,2.9111944530747254
pedido de,2.9331425857322584
vocês,2.963482804820229
super rápida,2.9901697594413563
corretamente,2.9996511446725886
uma capa,3.0082586525835167
no,3.0103534270230083
sendo,3.050745886313451
mas produto,3.056387607152834
recebi bem,3.063262819884131
capa para,3.074541351364568
preciso,3.0758867718067986
conforme,3.083097074191771
produto otima,3.089116211583195
baratheon,3.100483201221473
produto maravilhoso,3.1153670480921316
rastrear,3.1165554530147648
portanto,3.12093548152417
preço,3.1227940168675037
expectativas,3.122852700083046
fiz um,3.1310426912178606
até,3.138155353417361
frágil,3.1442794167892885
da foto,3.1460556524961825
na caixa,3.1607788132389225
atendeu as,3.1742366211662074
de excelente,3.1915573160335517
fazendo,3.2191166771412245
perfeitas condições,3.2248621917694944
até agora,3.2261232587019926
bastante,3.2269308117932956
longo,3.2319639585890965
recebimento,3.2348062466812797
confusão,3.2551442830987547
fiscal não,3.267865644852702
outras compras,3.270351531614113
vale pena,3.2706403810463405
se foi,3.2788403627111165
whey,3.2813934421102124
eu precisava,3.30414645112324
as toalhas,3.31708818297759
pela atenção,3.321772762385496
super,3.3244365184137092
pedido com,3.327483442113717
nenhum,3.3399923695952416
em relação,3.3419113042028896
veio incompleto,3.3469607667831984
fotos,3.350545497276142
de um,3.354512904956606
eu recomendo,3.3571791724313793
fazer,3.361875324902664
porque não,3.3656856385641216
dias depois,3.3744547445721618
greve dos,3.4054398028458204
menos,3.407249995918433
modelo,3.410374999311767
os pincéis,3.4123764623042625
relógio,3.419681880423972
parabens,3.4299410866874505
pelo preço,3.4382185884639305
que reclamar,3.444435487833521
residência,3.449841242305604
cortina,3.4513182039078965
com nota,3.4525265907006575
que fiz,3.466574496124518
uma resposta,3.4787887693849826
papel de,3.483697993780047
próxima,3.4863663095773387
faltando,3.487103978590014
me foi,3.5040149108451506
urgente,3.505193847738174
passei,3.5097664402499804
prazo tudo,3.517007334229462
de forma,3.527023551080163
lacre,3.5281612161476215
incompleto,3.53086140210391
entregues,3.5398432290944126
status,3.5603056025757582
recebi só,3.564359983338133
que as,3.5727165417952005
posso,3.5807042893987933
filtro,3.5855595231957844
eu fiz,3.599411971922157
não recebi,3.62595849597414
com descrição,3.6297001152221346
comprado,3.6319971720715527
coqueteleira,3.6437546863934225
será,3.6580110390695464
várias,3.6692188424225245
só tenho,3.6760294194307503
fico,3.680427171333559
de uso,3.681688097183944
diz,3.7014679818765583
de dois,3.7068549748437527
kit com,3.7161245311849287
embalagens,3.7223225174278154
demorou um,3.7268717433537164
dois produtos,3.728962684945187
até momento,3.7391141121729627
minha residência,3.741616978338222
chegou em,3.7665413808620647
nesse,3.772176292048312
comprei 02,3.779169966970728
bonito,3.800235077073545
restante,3.8068076674217637
tem como,3.8120837472703717
estão de,3.814450669018937
prazo para,3.820027636099812
nele,3.820624205390471
consta no,3.821672774326709
como eu,3.822397219678885
sei,3.8432446241391425
prazo final,3.8551818618129414
poderia ter,3.8750295925486244
em minha,3.875624657542452
com um,3.880731484695578
costura,3.8860276185048934
entregue apenas,3.891407700706795
creatina,3.8935735857738747
tapete,3.910528331640164
sei que,3.932325333287761
almofadas,3.936244085426643
de parede,3.957234944856956
estamos,3.9649753529237266
se,3.967527753759749
itens que,3.9717143525823033
minhas expectativas,3.975424488883054
do problema,3.983441526510005
bom acabamento,3.984383245994485
msg,3.9897113827306283
bem,4.004538023041255
dá,4.005495701964821
sido,4.010040273236098
nota,4.027980169431618
embalagem do,4.032973301575438
com stark,4.033480826662551
da baratheon,4.035883931454999
pela rapidez,4.052964892176518
produto certinho,4.0533286804617905
comigo,4.065268160623058
comprei kit,4.065543361228726
de cama,4.089969062184506
case,4.0969509157473665
fiquei,4.105209424773847
loja,4.113537652313604
alguns,4.114120061569291
violado,4.118356995150071
já comprei,4.118939908128855
chegaram,4.119417436850543
ter sido,4.125861024326403
mt,4.144585809561517
etiqueta,4.151336645471168
receber,4.162712530624348
aguardando uma,4.1724226758255645
pedidos,4.17380886955515
tudo que,4.175039681932762
entrou,4.191020879600474
amassados,4.217715630227619
rolos,4.22787152716839
devolvi,4.228647232026632
produto correto,4.242067445318061
loja muito,4.244259714241676
de papel,4.25840444646102
black,4.274837602643981
que os,4.275352595302469
toalhas,4.2754861644502755
muito bonito,4.293025042434535
com lacre,4.344874128755202
amei,4.37173526597896
quero,4.38119015302796
rápido,4.412746368503972
resposta,4.418315545106494
com loja,4.442289010501293
entrou em,4.443268978277067
rapidez,4.444351192476314
este produto,4.454323227472067
gente,4.456671129481279
não condiz,4.45982369372634
do papel,4.464153585957609
amassado,4.509725949962522
de toalhas,4.523459549713077
após,4.531474289583628
pessimo,4.548056913119042
assistência,4.551420425873626
por uma,4.575305660550301
solução do,4.5778369947440805
recomendo loja,4.594419248717741
papel,4.627164543892606
dado,4.631677964190837
contato comigo,4.63886731414014
manual de,4.6512221699814695
com atraso,4.655237218087909
que já,4.659164844549299
qualidade dos,4.66268236872192
suporte,4.673248332541702
fácil,4.684175315239083
eu queria,4.691943892329994
passado,4.7086623004406025
já paguei,4.73107998723825
rápido produto,4.745342344510809
estão,4.761194470849592
excelente produto,4.774049401100321
mal embalado,4.788724921021088
muito frágil,4.794084991477941
bom mas,4.818110426099099
confirmação,4.821032661999182
tenho,4.828088332778166
contratado,4.8434793058318295
amassada,4.873184929971713
branca,4.889026751484843
pela qualidade,4.8961774550062325
me deu,4.907787958779325
unico,4.9565111860959155
30 dias,5.002439458977503
torta,5.010923502937401
que não,5.024807360143075
não atendeu,5.025319780609496
impressão,5.049652552975392
mas pelo,5.0510691828529595
até hoje,5.060868122413991
descrito,5.0761358918927835
muito desejar,5.088556114501126
primeiro,5.092786401608228
mais que,5.09654426503269
pois já,5.10367311630323
produto conforme,5.107120684378774
chegou super,5.154863893921562
deixou muito,5.16040714620917
passando,5.175261649374649
maravilhoso entrega,5.178498754303791
mt bom,5.181444903430038
maleta,5.185824497150226
produto foi,5.202987332146681
eu recebi,5.213274385947302
otimo produto,5.2417088573910915
retirar nos,5.24564962798505
pelos,5.250141673766425
muito mal,5.288507057553439
marrom,5.291832365103329
do relógio,5.297194660884781
instruções,5.302899757751042
foram entregues,5.316006808470993
imaginei,5.354867933941206
beleza,5.359086265360574
tempo previsto,5.374590729245942
ordem,5.378918910711055
veio com,5.385464666242749
um dos,5.392992925888906
surpreendeu,5.394337200471099
relogio,5.39653875360625
recomendo sim,5.399116908222713
prazo bem,5.3996341581687215
produto bom,5.406424909788282
para retirar,5.42424062468045
correios mas,5.4709135097170085
produto igual,5.474151039881776
estava com,5.477967986858939
bom com,5.483625624657311
pedi,5.485239734185275
produto excelente,5.524674367472111
visto,5.580472858282558
recebi somente,5.585094660574713
tempo certo,5.593276270165559
menos de,5.596330378830528
com vocês,5.625199933307149
costuras,5.625746400635605
cumpre que,5.634494788219655
momento não,5.643403416043431
verdade,5.647646780938032
todo amassado,5.666281547048206
já fiz,5.668577166874799
agora nada,5.682476951436143
entregue no,5.684199412828635
so,5.69081168686552
satisfeito,5.696407824709547
prazo combinado,5.706094876092595
me surpreendeu,5.709037499391494
prazo foi,5.720540210852773
todos,5.723405848224538
mais com,5.7615581358958
valeu pena,5.797158552585724
igual da,5.800900047370724
status da,5.801389365692646
chegou um,5.815371914365093
estampa,5.8263860657311195
forma que,5.842516228316471
do prazo,5.911464172407407
para dia,5.938437852061087
entregue antes,6.015243990099102
uso já,6.037584239259607
em perfeita,6.060509516676302
pro,6.080059686894708
com,6.084988297516413
em menos,6.0890458568647485
confiança,6.091901282566347
recomendo todos,6.109955340029489
pontas,6.111041650430118
séria,6.17405478443031
empresa séria,6.193636985481359
demorou,6.2015032993338615
eu pedi,6.208842104667339
do que,6.2242249865216
simples mas,6.235088523584592
chegar mas,6.280886760143178
eu,6.287762348370802
marcas,6.290234508910255
foi dado,6.310088484151151
bolsa,6.310096424695717
pelicula,6.319953501053072
terem,6.332208707165405
veio dentro,6.34780295972139
não foram,6.359132769806678
de instruções,6.380693988087158
certa,6.389512296721676
prazo sempre,6.4059220897982385
que ainda,6.40671989936153
no pedido,6.4185995858409814
impressão que,6.447541537161628
com manual,6.472782596434594
04,6.4796935436296454
proxima,6.543149458797916
não chegou,6.557719625030503
querer,6.574563671782283
cadê,6.584230296280879
não mesmo,6.584512396239836
pelos correios,6.595483725503544
também,6.595715719568189
bem simples,6.59621870341387
nada,6.596686663450834
formato,6.6111590795683295
nao chegou,6.696818652642084
do tempo,6.7067428520377685
fiquei feliz,6.71157407782456
horas,6.726974443663519
entregaram antes,6.734035590082144
entrega perfeita,6.743922473220931
que imaginei,6.751156319857026
foto recomendo,6.7597817574801295
suporte para,6.780981332470675
do baratheon,6.805611764872236
funções,6.81091199987265
sem nota,6.864710571932961
05,6.8765430895779405
em tudo,6.876935747254151
gostei muito,6.877626136748936
muito legal,6.8949499700559755
atendeu,6.917354358044358
ta,6.925871131326573
tal,6.9667151444539686
foi antes,6.972186392719163
produto comprado,7.0237599229794405
mesmo não,7.038921749962222
condiz,7.0481579374464065
do stark,7.066692319436937
produto chega,7.145114470082441
foi super,7.157329294040372
aviso,7.162547278535333
luva,7.22823068850279
ar,7.269070825790142
nos correios,7.271448805311893
para,7.273856437701489
que chegou,7.301585802653847
correios,7.302948649553896
condiz com,7.313832222269958
caixa veio,7.319829764527894
produto no,7.358306147763181
melhor,7.385255651479889
excelente entregue,7.389710824122239
agradecer,7.412935217137472
combinado,7.430788139253832
fiz,7.447637324797856
otima,7.501348089906229
mas so,7.506422526191872
dia das,7.514132351220636
ocorreu antes,7.523360829111135
bom recomendo,7.525633280437029
os outros,7.533133188508134
jogos,7.5411877369171485
após compra,7.543191149534717
perfeita ordem,7.602865177870516
atenção,7.607694089195732
48,7.613251444094926
tapete lindo,7.736154451386713
produto,7.757690754813045
oque,7.762396688312976
num,7.82577128183122
atendimento,7.83322935361249
so chegou,7.864465589207904
solta,7.872467745163445
capa veio,7.907924112161683
prazo,7.909069770293648
todos que,8.011615529499101
ocorreu,8.03042208910939
de verdade,8.101513517095048
previsto,8.12049970037933
produto amei,8.143094952858798
pote,8.200011116193755
outros,8.207438202441628
pena,8.23063537654792
foi entrega,8.24423621214376
da capa,8.325425422625765
no atendimento,8.338157669226423
confortável,8.343232306793618
com bom,8.345254417142439
itens,8.36411884617227
recomendado,8.392663398990164
jogos de,8.398646417784844
conforme combinado,8.43386662429917
conforme descrito,8.44393551726387
embalado,8.504835596440126
usado,8.513391940555653
chegou corretamente,8.52670951265485
30,8.577612444055795
já,8.600293015754387
chegou produto,8.609934405360763
boa entrega,8.624762508826747
de parabens,8.628170736485567
tenho que,8.703891125424496
este,8.74177942953988
no prazo,8.78940385478948
recebi nenhum,8.789412536639954
atendeu minhas,8.817694738793213
no stark,8.915733018104886
no outro,8.9298016603527
rasgada,8.956933985226916
produto qualidade,8.98698825588423
opinião,9.099126661418365
produto bonito,9.137875600862941
gostei da,9.200356468156924
compras,9.21284010078755
material muito,9.34862469021956
chegou conforme,9.380368999717973
bola,9.444823058696423
adorei produto,9.495249364889975
boa,9.500870692731786
demorou demais,9.61936998023599
vieram,9.637464204182509
de bola,9.643278547472669
show de,9.643278547472669
mas veio,9.669854331206954
nos,9.721332703585944
capa,9.728628212730595
dia recebi,9.771599660619364
prazo show,9.807055319495793
minha opinião,9.844733397056562
qualidade ótima,9.854297273554609
num dia,9.878617705005821
fornecedor,9.917319386633837
ta de,9.96456439420971
dos itens,10.007926797144448
prazo ótimo,10.036730418121646
atendimento do,10.052964780558435
fazer compras,10.089743650398521
fiscal,10.243185587394965
algumas,10.314327722254173
chega,10.338787482206627
dos,10.396381472550367
produto lindo,10.39854608056754
do previsto,10.594694262565325
das,10.699519252096717
ótima compra,10.726004849368124
parceiro,10.784312631707042
madeira,10.787275695861672
prazo super,10.818602951433155
cabeça,10.844202945049375
demais,10.945749003658843
bonito de,10.962447232601564
nota fiscal,11.14508489188974
ótimo recomendo,11.33492150185003
atendimento rápido,11.690168401026693
com algumas,11.776722713604576
recomendo,11.937926955749168
ótimo atendimento,11.985594024725037
super recomendo,12.09427907341829
declarar,12.154121376425556
pincéis,12.294720831989965
stark,12.29813682043611
outro,12.301065475081101
capinha,12.431174263935366
lindas,12.535688153154766
recebi no,12.591034535945592
nada declarar,12.742972708099877
recebi meu,12.835952889557632
show,12.890792289822816
perfeita,13.2303943958941
recomendo entrega,13.315462989615698
bem antes,13.59381890998216
recomendo muito,13.596096240263314
correto dentro,13.69791763149155
compra fácil,13.744161257728276
excelente,13.810756598292409
entrega ocorreu,13.8593798655226
muito recomendo,14.246601755121953
muito boa,14.625852693641983
bom vendedor,14.78207104946153
caixas,15.28460354285615
bom entrega,15.553835747290808
chega bem,15.629317446352202
rapida,15.972162464783985
otima loja,16.01588484636956
ótimo produto,16.52199011064697
melhor do,16.5248074292594
meu produto,16.710944515724776
perfeito,18.323486456237653
responsável,19.022712195590483
pintura,21.524842382714667
entrega rapida,21.83733678076644
